"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"IMNP          ","Immune Pharmaceuticals Inc.","2.95","29756818.15","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp",
"IMGN","ImmunoGen, Inc.","7.48","668325949.72","n/a","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","8.31","916574726.31","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","8.46","4702051.08","555798","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","1.6","0","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imrnw",
"IPXL","Impax Laboratories, Inc.","16.05","1182895689.3","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMPV","Imperva, Inc.","46.45","1554290948.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/impv",
"PI","Impinj, Inc.","49.37","1018770241.07","n/a","2016","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pi",
"IMMY","Imprimis Pharmaceuticals, Inc.","3","60196245","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"INCR","INC Research Holdings, Inc.","57","3086941932","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"INCY","Incyte Corporation","127.22","26051400312.98","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","66.7","1816342650.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","21.55","459729425.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","59.4","1650145305.6","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IDSA","Industrial Services of America, Inc.","1.35","10900630.35","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","10.46","1532842217.18","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.56","78691279.68","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","92.9","1026588755.9","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"III","Information Services Group, Inc.","4.06","174778306.64","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","0.458","6590037.424","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","30.5","617923168","n/a","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","11.35","614015092.1","n/a","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll Holdings","2.27","904871036.54","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","1.7","43991671.8","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","43.13","840002769.71","n/a","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","64.5","1556434084.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","4.17","69985647.93","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","12.74","1393180992.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","93.64","1927269826.16","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","1.7","45876740.6","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","13.4","1956246154.6","n/a","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","7.77","579851891.01","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"INPX","Inpixon ","0.5864","2516950.1848","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","1.35","75561421.05","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","39.58","1415002454.78","n/a","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1","11660817","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","17.63","1094649185.83","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","12.65","283239154.55","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","32.92","626311625.04","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","51.03","2955483077.4","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","12.95","934022906.95","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","5.3","72812491.8","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","53.04","4010930255.28","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","25.08","3335413026","n/a","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"INTC","Intel Corporation","33.63","158363670000","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","16.93","609965501.61","n/a","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ntla",
"IPCI","Intellipharmaceutics International Inc.","2.38","72680825.56","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","35.95","1120499953.6","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","37.65","15415129784.7","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","121.6","3041116044.8","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","76.25","2644495103.75","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","19.3","1212197584.5","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","8.7","63812803.5","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","0.97","48072909.97","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","3.66","300567394.74","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","35.25","2328417776.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","34.2","1529293971.6","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","9.3","178589629.8","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","9.0193","16445196.3462","1823334","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","0.905","16913186.62","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","27.25","784052532.5","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","4.63","110535939.39","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"IVAC","Intevac, Inc.","11","235749448","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","37.64","703008904.64","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","12.01","521479940.78","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","8.3","56803780.7","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","131.1","33590038343.1","n/a","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","934.8","34438745252.4","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"SNAK","Inventure Foods, Inc.","4.02","79145406.24","n/a","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ISTR","Investar Holding Corporation","22.4","197156489.6","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","13.3","4127839218.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","187.26","353188838.88","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","2.35","75562783.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv",
"IVTY","Invuity, Inc.","7.4","125611936.4","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ivty",
"IONS","Ionis Pharmaceuticals, Inc.","53.22","6597447103.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","6.95","433341118","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/iova",
"IPAS","iPass Inc.","1.32","86835678.6","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"DTYS","iPath US Treasury 10-year Bear ETN","17.65","51052960.35","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","76.61","5270231.73","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","31.6501","8217821.8646","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","64.42","4447105.86","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear ETN","27.72","1211364","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","66.65","4825460","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","62.15","3493575.8","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","17.935","18805708.38","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"DLBL","iPath US Treasury Long Bond Bull ETN","77.2","5400603.2","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl",
"STPP","iPath US Treasury Steepener ETN","32.8","3405296","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPGP","IPG Photonics Corporation","147.51","7918614856.35","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"CSML","IQ Chaikin U.S. Small Cap ETF","25.27","109924525.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csml",
"IRMD","iRadimed Corporation","8.5","91374107.5","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","41.86","930478689.14","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","9.53","110023668.93","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","10.55","1027481633.2","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","386","193000000","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","80.54","2208171703.74","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","19.43","2887615933.09","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","56.6","105117972.8","1857208","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"PMPT","iSectors Post-MPT Growth ETF","25.0995","11294875.398","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmpt",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","50.41","468813000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slqd",
"TLT","iShares 20+ Year Treasury Bond ETF","123.46","7296486000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tlt",
"AIA","iShares Asia 50 ETF","56.26","393820000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aia",
"COMT","iShares Commodities Select Strategy ETF","32.45","197945000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"IXUS","iShares Core MSCI Total International Stock ETF","57.02","6272200000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ixus",
"FALN","iShares Fallen Angels USD Bond ETF","27.14","10856000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","36.7488","40423680","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","28.03","515752000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IGF","iShares Global Infrastructure ETF","43.41","1658262000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","49.51","173285000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","52.1","10420000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyxe",
"JKI","iShares Morningstar Mid-Cap ETF","146.5","380900000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","45.3","2283120000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","65.09","6821432000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","66.77","3618934000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","12.98","54516000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","54.24","2440800000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mchi",
"ESGD","iShares MSCI EAFE ESG Optimized ETF","62.22","118218000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgd",
"SCZ","iShares MSCI EAFE Small-Cap ETF","57.31","8309950000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scz",
"ESGE","iShares MSCI EM ESG Optimized ETF","63.72","57348000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esge",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","64.14","362391000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","22.46","1229685000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","51.539","123693600","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"MPCT","iShares MSCI Global Impact ETF","54.56","21824000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpct",
"ENZL","iShares MSCI New Zealand Capped ETF","45.69","166768500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar Capped ETF","16.27","43115500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","16.905","47334000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"ESGU","iShares MSCI USA ESG Optimized ETF","52.9","5290000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgu",
"IBB","iShares Nasdaq Biotechnology Index Fund","310.45","9577382500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","140.49","969381000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","31.9876","47981400","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","8.55","88920000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","60.52","257815200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","33.97","1024195500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","81.5346","77457870","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","94.9","635830000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"ISRL","Isramco, Inc.","116.8","317426308.8","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITI","Iteris, Inc.","6.02","195609124.2","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"ITRI","Itron, Inc.","67.2","2597183702.4","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","31.4","737128533.4","n/a","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"ITUS","ITUS Corporation","0.9561","14456460.5079","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/itus",
"IVENC","Ivy NextShares","99.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivenc",
"IVFGC","Ivy NextShares","99.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfgc",
"IVFVC","Ivy NextShares","99.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfvc",
"IXYS","IXYS Corporation","15.8","505826177","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"IZEA","IZEA Inc.","1.8","10222999.2","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","130.34","2439735010.58","n/a","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","35.05","70653089","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","92.25","10145948908.5","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","82.22","3962421142.42","n/a","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","6.3","253803072.6","40286202","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JKHY","Jack Henry & Associates, Inc.","102.62","7968606576.28","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","96.97","2852607993.16","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","30.06","54301075.38","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAGX","Jaguar Animal Health, Inc.","0.5538","8684969.0538","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","3.85","103468865.5","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","7.48","114667001.24","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRVR","James River Group Holdings, Ltd.","39.56","1165740115.32","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"SGQI","Janus Henderson SG Global Quality Income ETF","27.59","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgqi",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","33.18","6702360","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","33.98","11960960","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsmd",
"JASN","Jason Industries, Inc.","1.28","33175105.28","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.084","0","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","154.05","9257011617.75","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","39.11","35870464767.31","917168621","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd",
"JSYN","Jensyn Acquistion Corp.","10.21","52780595","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.24","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","10.7498","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.24","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynw",
"JBLU","JetBlue Airways Corporation","22.88","7634451922.24","n/a","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JTPY","JetPay Corporation","2.14","33360425.76","n/a","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","12.55","28692989.7","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"WYIG","JM Global Holding Company","9.9801","65494406.25","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyig",
"WYIGU","JM Global Holding Company","10.19","66871875","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigu",
"WYIGW","JM Global Holding Company","0.35","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw",
"JMU","JMU Limited","2.32","30388942.24","13098682","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/jmu",
"JBSS","John B. Sanfilippo & Son, Inc.","62.2","701688587.4","n/a","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","46.68","466556563.8","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JNCE","Jounce Therapeutics, Inc.","14.25","458433330","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/jnce",
"JNP","Juniper Pharmaceuticals, Inc.","4.8995","53128962.924","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp",
"JUNO","Juno Therapeutics, Inc.","29.61","3141661565.7","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
"KTWO","K2M Group Holdings, Inc.","22.95","978031462.5","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo",
"KALU","Kaiser Aluminum Corporation","90.51","1554248128.65","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KALV","KalVista Pharmaceuticals, Inc.","7.12","69156859.04","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","6","218689092","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","4.35","208893690.3","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KPTI","Karyopharm Therapeutics Inc.","9.48","446680858.32","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KAAC","Kayne Anderson Acquisition Corp.","9.7101","457978225.914","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaac",
"KAACU","Kayne Anderson Acquisition Corp.","9.99","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaacu",
"KAACW","Kayne Anderson Acquisition Corp.","0.89","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaacw",
"KBLM","KBL Merger Corp. IV","9.7999","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblm",
"KBLMR","KBL Merger Corp. IV","0.35","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblmr",
"KBLMU","KBL Merger Corp. IV","10.17","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblmu",
